252,KoinWorks,Marketing,Indonesia
253,KoinWorks,Marketing,Indonesia
254,Kompis Creative Solutions,Engineering,Indonesia
255,Kuaishou,"Sales, BD and Partnerships, Ops",Indonesia
256,Kumpul ,"Sales, BD and Partnerships",Indonesia
257,labster,"Engineering, Product",Indonesia
258,Local Champions Indonesia,BD and Partnerships,Indonesia
259,Local Realestat Company,"Marketing, Finance, HR, People, Talent",Indonesia
260,loopup.com,"Engineering, Product, Design",Indonesia
261,Maestro in Training,"BD and Partnerships, Accounting, Ops, Exec team, HR, People, Talent",Indonesia
262,MAM EO Jakarta,"Marketing, HR, People, Talent",Indonesia
263,Marimakan,Engineering,Indonesia
264,Marimakan,"Marketing, BD and Partnerships, HR, People, Talent",Indonesia
265,Marimakan,"Marketing, Product, Design",Indonesia
266,Matahari.com,"Marketing, BD and Partnerships, Product, Data and Analytics",Indonesia
267,MD Pictures,Product,Indonesia
268,Mekar (PT. Mekar Investama Sampoerna),Engineering,Indonesia
269,Mekari,Design,Indonesia
270,Mekari,"Marketing, Design",Indonesia
271,Mekari,"Marketing, Product",Indonesia
272,Mekari,"Marketing, Sales, BD and Partnerships",Indonesia
273,Mekari,Product,Indonesia
274,Mekari,"Product, Accounting, Ops, Exec Team, HR, People, Talent",Indonesia
275,Menduca,"Marketing, Sales, BD and Partnerships, Ops",Indonesia
276,MGF sourcing ,"Marketing, Product, Ops",Indonesia
277,Mobilkamu.com,"HR, People, Talent",Indonesia
278,Mobilkamu.com,"Marketing, BD and Partnerships",Indonesia
279,Mobilkamu.com,"Marketing, BD and Partnerships",Indonesia
280,Modana,Engineering,Indonesia
281,Modana,"Marketing, BD and Partnerships, Product",Indonesia
282,Modana,"Marketing, BD and Partnerships, Product, Ops, Design",Indonesia
283,Modana,"Product, Design",Indonesia
284,Modana - Indonesia,"Marketing, Sales, BD and Partnerships, Product",Indonesia
285,MODANA.ID (PT Karuna Karyananta Nusantara),"Marketing, Sales, BD and Partnerships, Product, Data and Analytics",Indonesia
286,Moka,BD and Partnerships,Indonesia
287,Moka,Ops,Indonesia
288,Moneysmart.id (PT. Loangarage Indonesia),"HR, People, Talent",Indonesia
289,Motiprins,"Marketing, Product, Design",Indonesia
290,MyEduSolve,"Marketing, Sales, BD and Partnerships, Product, Ops, HR, People, Talent",Indonesia
291,NasiBaik,"Marketing, Product, Exec Team, HR, People, Talent",Indonesia
292,Natural Instinct Healing,Design,Indonesia
293,NETS,"Marketing, Sales, BD and Partnerships",Indonesia
294,Ninenineone Network,Marketing,Indonesia
295,Niometrics,"Engineering, Ops",Indonesia
296,Nodeflux,"Engineering, Ops",Indonesia
297,Nodeflux,Marketing,Indonesia
298,Nodeflux,"Marketing, BD and Partnerships",Indonesia
299,Nodeflux,"Marketing, Design",Indonesia
300,Nodeflux,"Marketing, HR, People, Talent, Design",Indonesia
301,Nodeflux,"Marketing, Sales, BD and Partnerships, Data and Analytics",Indonesia
302,Nodeflux,"Marketing, Sales, BD and Partnerships, Ops, HR, People, Talent",Indonesia
303,Nubela,"Engineering, Product, Data and Analytics",Indonesia
304,Oplifi,"Marketing, BD and Partnerships, Ops, Exec Team",Indonesia
305,OWOX BI,"Marketing, Sales, BD and Partnerships, Data and Analytics",Indonesia
306,OYO,BD and Partnerships,Indonesia
307,OYO,"Engineering, Design",Indonesia
308,OYO,"HR, People, Talent",Indonesia
309,OYO,Marketing,Indonesia
310,OYO,Marketing,Indonesia
311,OYO,"Marketing, Design",Indonesia
312,OYO,"Marketing, HR, People, Talent",Indonesia
313,OYO,"Marketing, HR, People, Talent, Design",Indonesia
314,OYO,"Marketing, Sales, BD and Partnerships",Indonesia
315,OYO,"Marketing, Sales, BD and Partnerships, Ops, HR, People, Talent",Indonesia
316,OYO,"Product, Ops, Data and Analytics",Indonesia
317,OYO,"Sales, BD and Partnerships",Indonesia
318,Pandit Football,"Marketing, Sales, BD and Partnerships",Indonesia
319,Pawoon POS,Product,Indonesia
320,Pegipegi,"BD and Partnerships, Product",Indonesia
321,Pegipegi,Design,Indonesia
322,Pegipegi,Design,Indonesia
323,Phoenix Communications,Design,Indonesia
324,pigijo.com,Marketing,Indonesia
325,prestisa.com,"HR, People, Talent",Indonesia
326,Prioriti Pte. Ltd,"Marketing, BD and Partnerships, Data and Analytics",Indonesia
327,Prioriti Pte. Ltd,"Marketing, Sales, BD and Partnerships, Product",Indonesia
328,Procter & Gamble (P&G),"Marketing, Sales, BD and Partnerships, Product, Finance, Ops, Data and Analytics",Indonesia
329,PT Adya Eduka Dinamika (EF) ,"Marketing, Sales",Indonesia
330,PT Akulaku Finance Indonesia,"Finance, HR, People, Talent",Indonesia
331,PT Amalan International Indonesia,"BD and Partnerships, Ops, Data and Analytics, Exec Team, HR, People, Talent",Indonesia
332,PT Bank Maybank Indonesia,Finance,Indonesia
333,PT Bank Negara Indonesia (Persero) Tbk.,"Marketing, Sales, BD and Partnerships, Product",Indonesia
334,PT Bukit Makmur Mandiri Utama,"Marketing, HR, People, Talent",Indonesia
335,PT Bussr Technologies Indonesia,"BD and Partnerships, Ops",Indonesia
336,PT EKRUT TEKNOLOGI PASIFIK,"Marketing, Sales, BD and Partnerships",Indonesia
337,PT Ekrut Teknologi Utama,"Marketing, Sales, BD and Partnerships",Indonesia
338,PT Evi Asia Tenggara,"Marketing, Sales, BD and Partnerships, Product, Design",Indonesia
339,PT Finfleet Teknologi Indonesia,Design,Indonesia
340,PT HIBA UTAMA,"Accounting, Finance",Indonesia
341,PT Hike Digital Asia,"Finance, HR, People, Talent",Indonesia
342,PT Inti Citra Agung,"BD and Partnerships, Engineering",Indonesia
343,PT Jalan Terus Saja (ReCharge),"Marketing, Sales, BD and Partnerships",Indonesia
344,PT Kahar Duta Sarana,"Sales, Engineering",Indonesia
345,PT KOZY Manajemen,Sales,Indonesia
346,PT Mata Laba Laba,"BD and Partnerships, Product, Data and Analytics, Design",Indonesia
347,PT MNC Land Tbk,Design,Indonesia
348,PT OS Selnajaya Indonesia,"Marketing, Sales, Ops",Indonesia
349,PT Partner Impian Milenial (Schoters),"Marketing, Sales, BD and Partnerships, Product",Indonesia
350,PT Partner Impian Millenial (Schoters),Marketing,Indonesia
